,Total_Experience,Relevant_experience,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,PG_Specialization,PHD_Specialization,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Certifications,International_degree_any,Expected_CTC
4265,14,9,Top Management,Others,Insurance,G,Assistant Manager,Grad,Economics,Economics,Did not do PHD,1987044,1,Key_Performer,4,3,0,2543416
4266,21,15,Marketing,Project Manager,Training,P,Marketing Manager,PG,Zoology,Zoology,Did not do PHD,2775368,0,A,3,0,0,3607978
4267,22,19,Top Management,Team Lead,Training,L,HR,PG,Psychology,Psychology,Did not do PHD,3131559,0,B,2,1,0,4071026
4268,5,4,IT-Software,Scientist,Retail,F,Web Designer,Grad,Chemistry,Chemistry,Did not do PHD,506836,1,D,3,4,0,596850
4269,7,2,Marketing,Financial Analyst,BFSI,D,Network Engineer,Doctorate,Mathematics,Mathematics,Mathematics,2170127,1,D,1,0,0,2795123
4270,4,1,Healthcare,Researcher,Telecom,E,Manager,PG,Botony,Botony,Did not do PHD,927688,0,B,5,0,0,1205994
4271,15,7,Sales,Project Manager,Retail,H,Product Manager,Grad,Engineering,Engineering,Did not do PHD,1598242,0,C,5,0,0,1837978
4272,16,8,Healthcare,Business Analyst,Training,D,Assistant Manager,PG,Mathematics,Mathematics,Did not do PHD,2661507,0,C,2,1,0,3183162
4273,8,5,HR,Others,IT,E,Network Engineer,Grad,Mathematics,Mathematics,Did not do PHD,1338116,0,C,4,3,0,1538833
4274,5,0,Others,Bio statistician,Retail,H,Assistant Manager,PG,Mathematics,Mathematics,Did not do PHD,818815,0,D,4,1,0,979302
4275,10,10,Others,CEO,Analytics,O,Consultant,Grad,Arts,Arts,Did not do PHD,1817348,0,C,1,0,0,2089950
4276,3,1,Analytics/BI,Analyst,BFSI,F,Others,Grad,Chemistry,Chemistry,Did not do PHD,609624,0,C,3,0,0,701067
4277,23,10,Banking,Head,Telecom,N,Assistant Manager,Grad,Engineering,Engineering,Did not do PHD,2538660,1,B,2,0,1,3249484
4279,15,8,Sales,Team Lead,Insurance,A,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1443330,0,C,4,2,0,1659829
4280,5,5,Marketing,Associate,BFSI,B,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,574812,0,D,2,1,0,661033
4281,6,4,HR,Sales Manager,Retail,M,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,584132,0,D,3,0,0,671751
4282,8,2,Others,Sales Manager,BFSI,J,CA,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,908887,0,D,5,3,0,1045220
4283,18,7,HR,Consultant,Others,M,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2518124,1,A,2,0,0,3273561
4284,16,9,Accounts,Scientist,Automobile,I,HR,PG,Mathematics,Mathematics,Did not do PHD,1418351,1,B,5,0,1,1872223
4285,17,16,Education,Team Lead,Aviation,L,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1831389,0,D,6,0,0,2106097
4286,6,3,Sales,Business Analyst,Automobile,F,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,998460,0,B,4,2,0,1248075
4287,10,1,Healthcare,Consultant,Insurance,N,Network Engineer,Doctorate,Engineering,Others,Sociology,1654272,1,B,6,0,0,2315980
4289,16,6,Top Management,Senior Analyst,IT,G,Research Analyst,PG,Arts,Arts,Did not do PHD,2599539,0,C,2,0,0,3109048
4290,12,9,Accounts,Project Manager,Telecom,F,Director,Grad,Economics,Economics,Did not do PHD,1891224,1,C,3,0,0,2227105
4291,24,14,Marketing,Bio statistician,FMCG,B,HR,PG,Chemistry,Chemistry,Did not do PHD,3214769,0,C,5,0,0,3844863
4292,12,12,Sales,Team Lead,IT,O,Software Developer,Grad,Others,Sociology,Did not do PHD,2029249,0,C,5,2,0,2333636
4293,23,3,HR,Senior Researcher,Others,J,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1479509,0,C,3,3,0,1701435
4294,1,1,Marketing,Consultant,Aviation,O,Data Analyst,PG,Mathematics,Mathematics,Did not do PHD,419833,0,B,2,0,0,537386
4297,1,1,Banking,Sales Manager,Aviation,H,Others,Doctorate,Botony,Botony,Botony,828736,0,B,2,0,0,1035920
4298,15,4,Marketing,Team Lead,Retail,J,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2554717,1,Key_Performer,3,5,0,3321132
4299,8,7,Engineering,Team Lead,Automobile,N,Assistant Manager,Doctorate,Economics,Economics,Economics,1597729,1,Key_Performer,5,0,0,2326293
4300,23,1,Sales,Analyst,Analytics,E,HR,PG,Chemistry,Chemistry,Did not do PHD,3241517,0,D,2,0,0,3876854
4301,19,11,Healthcare,Business Analyst,Training,P,Data Analyst,PG,Economics,Economics,Did not do PHD,2530570,0,C,4,1,0,3026561
4303,18,13,Banking,Sales Manager,BFSI,N,Manager,Doctorate,Zoology,Zoology,Zoology,2986159,0,A,3,0,0,4031314
4304,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Economics,Economics,Did not do PHD,0,0,Fresher,0,0,0,617948
4305,1,0,HR,Associate,Telecom,K,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,513453,0,D,2,1,0,590470
4306,2,1,Marketing,Analyst,Retail,C,Medical Officer,Grad,Arts,Arts,Did not do PHD,402074,0,B,3,0,0,502592
4307,23,4,HR,Consultant,Aviation,A,Assistant Manager,Grad,Sociology,Sociology,Did not do PHD,2515681,1,Key_Performer,3,0,0,3220071
4308,1,1,Marketing,Associate,Automobile,M,Data Analyst,Grad,Chemistry,Chemistry,Did not do PHD,519967,1,B,1,4,0,665557
4309,23,16,IT-Software,Sales Manager,Training,B,HR,Grad,Mathematics,Mathematics,Did not do PHD,2498961,0,D,2,0,0,2873805
4310,2,2,IT-Software,Team Lead,BFSI,E,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,441768,0,D,3,2,0,508033
4311,9,9,Healthcare,Consultant,Automobile,H,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1061529,0,A,6,2,0,1326911
4312,13,13,Education,Sales Manager,Automobile,D,Manager,Grad,Arts,Arts,Did not do PHD,1841852,0,A,4,0,0,2302315
4313,25,19,Others,Project Manager,Telecom,O,Software Developer,Doctorate,Economics,Economics,Economics,2267351,1,C,3,0,0,2920348
4314,15,9,IT-Software,Sales Execituve,Retail,I,Product Manager,Doctorate,Economics,Economics,Economics,1966490,0,B,3,0,0,2654761
4315,25,17,Others,Analyst,Retail,A,Manager,Doctorate,Economics,Economics,Economics,3805658,0,B,6,0,0,5137638
4316,11,6,HR,Consultant,Analytics,E,CA,Doctorate,Economics,Economics,Economics,2266676,1,A,4,0,0,3173346
4317,22,7,Engineering,Sales Manager,IT,G,Data Analyst,PG,Mathematics,Mathematics,Did not do PHD,3035416,1,D,2,0,0,3686209
4318,20,13,HR,Senior Researcher,FMCG,B,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2520124,0,A,6,0,0,3150155
4319,16,16,Sales,Consultant,Retail,K,Data Analyst,Doctorate,Chemistry,Chemistry,Chemistry,2726481,1,A,2,0,0,3817073
4320,4,3,Accounts,Scientist,BFSI,O,Web Designer,PG,Mathematics,Mathematics,Did not do PHD,533564,1,C,2,2,0,647960
4321,19,9,Accounts,Consultant,Analytics,M,Director,Grad,Mathematics,Mathematics,Did not do PHD,1515245,1,D,3,0,0,1784352
4322,7,3,Marketing,Team Lead,Telecom,D,Research Analyst,Grad,Engineering,Engineering,Did not do PHD,1169725,0,C,5,3,0,1345183
4323,17,17,IT-Software,Business Analyst,FMCG,P,Web Designer,PG,Statistics,Statistics,Did not do PHD,3179929,1,D,6,2,0,3861705
4324,23,6,Education,Team Lead,Others,L,Others,Doctorate,Zoology,Zoology,Zoology,3363478,1,Key_Performer,3,0,0,4708869
4325,6,5,Analytics/BI,Bio statistician,FMCG,I,CA,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,605391,1,Key_Performer,6,1,0,818488
4326,14,14,Analytics/BI,Analyst,FMCG,J,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1131297,0,A,4,5,0,1414121
4328,12,1,Marketing,Business Analyst,IT,N,HR,PG,Others,Mathematics,Did not do PHD,1409498,0,D,4,1,0,1685759
4329,10,1,Top Management,Others,Training,J,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1380159,0,D,4,2,0,1587182
4330,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Mathematics,Mathematics,Did not do PHD,0,0,Fresher,0,0,0,619254
4332,14,1,Education,Others,Telecom,N,Medical Officer,Doctorate,Arts,Arts,Arts,1860816,0,D,6,0,0,2311133
4333,5,4,Others,Project Manager,Training,M,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,665256,0,B,4,3,0,831570
4334,13,12,Analytics/BI,Business Analyst,BFSI,M,Web Designer,Doctorate,Economics,Economics,Economics,1981419,1,B,2,0,0,2773986
4335,2,0,HR,Analyst,Others,C,Consultant,Doctorate,Chemistry,Chemistry,Chemistry,862651,1,D,2,0,0,1031730
4336,21,4,Engineering,CEO,IT,K,Web Designer,Doctorate,Economics,Economics,Economics,2362497,0,C,2,0,1,2934221
4337,6,0,HR,Business Analyst,Telecom,L,Web Designer,Doctorate,Mathematics,Others,Arts,1700275,1,Key_Performer,5,0,0,2475600
4338,17,17,HR,Scientist,FMCG,B,Marketing Manager,Grad,Others,Statistics,Did not do PHD,2484357,0,A,4,0,0,3105446
4339,25,10,Accounts,CEO,Aviation,G,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2780570,0,B,5,3,1,3475712
4340,25,9,Others,Consultant,Automobile,B,Director,Grad,Statistics,Statistics,Did not do PHD,2450220,1,D,2,0,0,2885379
4341,7,7,Engineering,Others,Others,E,CA,PG,Statistics,Statistics,Did not do PHD,1275306,1,B,1,0,0,1683403
4342,17,3,Analytics/BI,Data scientist,Aviation,J,Data Analyst,Grad,Statistics,Statistics,Did not do PHD,2308260,0,A,2,4,0,2885325
4343,1,0,Accounts,Sales Manager,Automobile,C,Data Analyst,PG,Engineering,Engineering,Did not do PHD,406466,1,C,1,0,0,504830
4344,10,2,HR,Sales Execituve,Telecom,M,Assistant Manager,PG,Zoology,Zoology,Did not do PHD,1461141,0,D,5,1,0,1747524
4345,17,16,Top Management,Area Sales Manager,Training,I,Web Designer,PG,Others,Chemistry,Did not do PHD,3047279,0,A,5,1,0,3961462
4346,23,19,HR,Project Manager,Telecom,J,Manager,Doctorate,Botony,Botony,Botony,3160211,1,Key_Performer,6,0,0,4424295
4347,8,5,Healthcare,Scientist,Training,H,Sr.Manager,Doctorate,Chemistry,Chemistry,Chemistry,1696693,0,A,2,0,1,2382156
4349,25,2,Top Management,Consultant,Others,K,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2566556,1,C,6,0,0,3069600
4350,16,9,HR,Team Lead,Analytics,G,Marketing Manager,Grad,Zoology,Zoology,Did not do PHD,2439610,0,C,2,0,0,2805551
4351,17,0,Others,CEO,FMCG,M,Manager,Grad,Zoology,Did not do PG,Did not do PHD,2360772,0,D,2,0,1,2714887
4352,22,6,Top Management,Area Sales Manager,BFSI,P,Manager,Grad,Botony,Botony,Did not do PHD,2749022,0,A,5,0,0,3436277
4353,19,19,Others,Bio statistician,Insurance,N,Sr.Manager,Grad,Zoology,Zoology,Did not do PHD,2578469,1,Key_Performer,5,0,0,3300440
4354,1,1,Engineering,Business Analyst,FMCG,K,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,487063,0,B,1,2,0,608828
4355,11,4,HR,Senior Researcher,Training,C,Others,Doctorate,Psychology,Psychology,Psychology,2280427,1,Key_Performer,4,0,0,3192597
4356,22,0,Marketing,Sales Execituve,Aviation,C,HR,PG,Psychology,Psychology,Did not do PHD,2621061,0,B,2,0,0,3407379
4358,18,16,Marketing,Team Lead,Analytics,E,Manager,Grad,Arts,Arts,Did not do PHD,2507817,0,D,2,0,0,2883989
4359,19,17,Sales,Sales Manager,Telecom,J,Network Engineer,Grad,Statistics,Statistics,Did not do PHD,2583044,0,D,5,0,0,2970500
4360,10,3,Engineering,Project Manager,Automobile,L,Assistant Manager,PG,Chemistry,Chemistry,Did not do PHD,2558603,0,A,2,1,0,3326183
4361,22,3,Sales,Analyst,Others,J,Sr.Manager,PG,Psychology,Psychology,Did not do PHD,2857388,0,Key_Performer,2,1,0,3714604
4362,15,11,Top Management,Head,Aviation,I,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1724947,0,D,6,3,0,1983689
4363,2,2,Analytics/BI,Data scientist,Others,C,Others,Grad,Psychology,Psychology,Did not do PHD,472102,0,A,2,0,0,590127
4364,1,1,Healthcare,Others,Insurance,G,Product Manager,Doctorate,Mathematics,Mathematics,Mathematics,550190,1,C,1,0,0,708644
4365,11,1,IT-Software,CEO,Automobile,O,CA,Grad,Economics,Economics,Did not do PHD,2056675,1,B,4,0,1,2632544
4366,18,10,Analytics/BI,Business Analyst,BFSI,G,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1546952,0,A,3,0,0,1933690
4367,11,4,Education,CEO,Analytics,O,Product Manager,Doctorate,Chemistry,Chemistry,Chemistry,1636817,1,B,4,0,1,2291543
4368,20,7,Sales,Business Analyst,BFSI,D,Network Engineer,Doctorate,Mathematics,Mathematics,Mathematics,3710578,1,A,4,0,0,5194809
4369,20,14,Healthcare,Analyst,Training,P,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1858756,0,Key_Performer,2,2,0,2323445
4370,19,9,Others,Business Analyst,Others,M,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2028991,0,B,2,0,0,2536238
4372,23,2,Others,Business Analyst,Aviation,L,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1534324,0,B,3,0,0,1917905
4373,24,18,Others,Consultant,Training,E,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2334739,0,A,4,4,0,2918423
4374,19,3,HR,Business Analyst,Automobile,G,Others,Doctorate,Psychology,Psychology,Psychology,3787444,0,B,6,0,0,5113049
4375,18,16,Analytics/BI,Data scientist,Training,L,Others,Grad,Psychology,Did not do PG,Did not do PHD,2528376,0,D,4,0,1,2907632
4376,13,2,Top Management,Senior Researcher,Analytics,E,HR,Grad,Sociology,Did not do PG,Did not do PHD,1826341,0,D,6,0,0,2100292
4377,10,9,Marketing,Scientist,BFSI,M,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1636625,1,D,3,5,0,1957403
4378,18,17,Sales,Others,Insurance,E,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2570841,0,C,6,4,0,2956467
4379,23,10,Others,Others,Telecom,H,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2798701,1,Key_Performer,6,1,0,3638311
4380,22,1,Analytics/BI,Senior Researcher,Insurance,C,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1481160,0,D,4,5,0,1703334
4381,15,3,Analytics/BI,Others,Automobile,B,Product Manager,PG,Mathematics,Mathematics,Did not do PHD,1950400,1,Key_Performer,2,1,0,2574528
4382,12,9,Healthcare,Business Analyst,Analytics,J,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1140561,1,Key_Performer,2,1,0,1482729
4383,9,5,Sales,Financial Analyst,BFSI,B,Sr.Manager,Doctorate,Chemistry,Chemistry,Chemistry,1678734,1,C,6,0,0,2162209
4384,25,12,IT-Software,Project Manager,Aviation,N,Others,Doctorate,Others,Arts,Zoology,3772653,0,A,4,0,0,5093081
4385,9,2,Marketing,Business Analyst,Training,C,HR,PG,Psychology,Psychology,Did not do PHD,1299167,0,B,5,1,0,1688917
4386,4,1,Healthcare,Analyst,Automobile,G,Data Analyst,PG,Botony,Botony,Did not do PHD,856177,0,B,3,0,0,1113030
4388,11,11,Accounts,Scientist,FMCG,E,Sr.Manager,Doctorate,Engineering,Engineering,Engineering,1972538,1,C,5,0,0,2540628
4389,5,1,Marketing,Business Analyst,Telecom,L,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,427733,1,A,6,2,0,578295
4391,17,14,Top Management,Project Manager,Training,N,Others,Grad,Psychology,Did not do PG,Did not do PHD,2475649,0,A,4,0,0,3094561
4392,19,12,Others,Bio statistician,Analytics,M,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2671762,0,A,6,2,0,3339702
4393,7,7,Sales,Others,Retail,N,Software Developer,Doctorate,Statistics,Statistics,Others,1566072,1,C,1,0,0,2017100
4394,10,2,Education,Scientist,IT,E,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1313081,0,D,2,1,1,1510043
4395,15,15,Healthcare,Project Manager,Telecom,F,Marketing Manager,Grad,Chemistry,Chemistry,Did not do PHD,1949858,1,D,5,0,0,2296152
4396,21,0,Engineering,Senior Researcher,Training,C,Others,Grad,Botony,Botony,Did not do PHD,2776456,0,C,3,0,0,3192924
4397,17,10,Education,Senior Researcher,Automobile,D,Marketing Manager,Grad,Botony,Botony,Did not do PHD,2215176,0,B,4,0,0,2768970
4398,20,5,Healthcare,Business Analyst,Telecom,A,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2666204,1,C,3,0,0,3188779
4399,11,9,Analytics/BI,Senior Researcher,Analytics,E,Research Scientist,PG,Sociology,Sociology,Did not do PHD,1758507,0,A,3,0,0,2286059
4400,7,7,Others,Others,Others,K,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,962446,0,D,3,2,0,1106812
4401,22,14,Accounts,Others,Telecom,H,Web Designer,Grad,Economics,Economics,Did not do PHD,1446789,0,A,5,4,0,1808486
4402,5,0,HR,Sales Execituve,Analytics,E,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,664456,1,Key_Performer,4,3,0,898344
4403,25,1,Engineering,Sales Manager,Automobile,I,Others,PG,Engineering,Engineering,Did not do PHD,2697188,0,C,3,1,0,3225836
4405,5,4,Marketing,Bio statistician,Aviation,G,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,576737,0,C,6,1,0,663247
4408,6,0,Engineering,Analyst,Others,H,Marketing Manager,Grad,Economics,Economics,Did not do PHD,1539154,0,D,4,0,0,1770027
4409,19,2,Healthcare,Bio statistician,IT,E,Sr.Manager,Grad,Economics,Others,Did not do PHD,2596137,1,C,3,0,0,3057210
4410,10,8,Marketing,Business Analyst,Aviation,L,Data Analyst,PG,Arts,Arts,Did not do PHD,2155991,0,C,1,1,0,2578565
4411,23,13,Top Management,Team Lead,Retail,J,Data Analyst,PG,Zoology,Zoology,Did not do PHD,2406376,0,A,6,1,0,3128288
4412,24,2,Healthcare,Consultant,IT,F,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2587663,0,C,5,1,0,2975812
4413,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,0,0,Fresher,0,2,0,357168
4414,12,3,Analytics/BI,Head,IT,E,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1165828,1,Key_Performer,2,2,0,1515576
4415,19,7,Sales,Financial Analyst,BFSI,L,Web Designer,PG,Engineering,Engineering,Did not do PHD,3483100,1,D,5,1,0,4229876
4416,5,0,Education,Project Manager,Automobile,L,Marketing Manager,Doctorate,Economics,Economics,Economics,1086744,1,B,6,0,0,1521441
4417,16,6,Others,Business Analyst,Telecom,D,Consultant,PG,Chemistry,Chemistry,Did not do PHD,3037992,1,C,4,0,0,3689337
4418,8,8,Others,Sales Manager,Telecom,I,Sr.Manager,PG,Chemistry,Chemistry,Did not do PHD,983403,0,Key_Performer,5,1,0,1329560
4419,21,12,Banking,Bio statistician,BFSI,A,Web Designer,Doctorate,Mathematics,Mathematics,Mathematics,3191573,1,Key_Performer,2,0,0,4468202
4420,8,7,Sales,Analyst,Aviation,E,Others,Grad,Zoology,Zoology,Did not do PHD,1162326,0,C,5,0,0,1336674
4422,20,9,Healthcare,CEO,Analytics,D,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1911773,1,Key_Performer,3,3,1,2485304
4423,6,5,Accounts,Others,IT,M,Product Manager,PG,Economics,Economics,Did not do PHD,615876,1,B,5,1,0,812956
4424,12,2,HR,Senior Researcher,Aviation,M,Research Scientist,Grad,Zoology,Others,Did not do PHD,1829726,0,D,5,0,0,2104184
4425,14,10,Accounts,Others,Others,I,CA,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1393784,1,D,5,0,0,1666965
4427,6,2,Marketing,Associate,FMCG,M,HR,PG,Chemistry,Chemistry,Did not do PHD,1039741,0,A,2,1,0,1405729
4428,7,5,HR,Analyst,Others,G,Data Analyst,Grad,Arts,Arts,Did not do PHD,1209198,0,A,2,1,0,1571957
4429,19,13,Others,Sales Manager,Retail,K,Data Analyst,PG,Psychology,Psychology,Did not do PHD,2681510,0,D,6,1,0,3207085
4430,6,3,Marketing,Consultant,Analytics,J,HR,Grad,Botony,Botony,Did not do PHD,1194953,0,C,3,0,0,1374195
4431,8,1,Engineering,Sales Execituve,Analytics,P,Others,Grad,Psychology,Others,Did not do PHD,1499448,0,D,6,0,0,1724365
4432,3,2,Banking,Others,Analytics,I,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,502934,0,B,3,0,0,628667
4434,24,24,Marketing,Financial Analyst,FMCG,D,Consultant,Doctorate,Mathematics,Mathematics,Mathematics,2538884,1,B,5,0,0,3554437
4435,5,0,Healthcare,Analyst,BFSI,C,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,618073,0,B,2,2,0,772591
4436,8,2,HR,Sales Manager,Analytics,L,Product Manager,Doctorate,Zoology,Zoology,Zoology,1873161,0,A,6,0,0,2629918
4437,15,1,Education,Financial Analyst,Retail,E,Product Manager,Doctorate,Statistics,Statistics,Statistics,1735083,1,B,3,0,0,2429116
4438,19,14,Healthcare,Sales Execituve,Automobile,F,Data Analyst,Doctorate,Psychology,Psychology,Psychology,3629339,1,Key_Performer,2,0,0,5081074
4439,11,10,Top Management,Consultant,Insurance,A,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1180315,0,A,2,1,0,1475393
4440,10,8,Healthcare,Sales Execituve,Telecom,F,Software Developer,Doctorate,Engineering,Engineering,Engineering,1517313,1,Key_Performer,2,0,0,2124238
4441,19,1,Banking,Sales Execituve,Automobile,L,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1994585,0,D,3,3,0,2293772
4442,6,1,Education,Associate,Training,A,Marketing Manager,Doctorate,Engineering,Others,Chemistry,1717592,0,A,1,0,0,2411499
4443,20,16,Analytics/BI,Business Analyst,Aviation,E,Network Engineer,Doctorate,Statistics,Statistics,Others,3932582,0,C,2,0,0,4884266
4444,17,16,Education,Others,FMCG,K,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2316414,0,Key_Performer,4,2,0,2895517
4445,2,2,Marketing,Associate,Others,K,Data Analyst,Doctorate,Psychology,Psychology,Others,835304,0,C,3,0,0,960599
